"ID","precip","x","y"
1644,1.90083003044128,116.71875,-23.203125
1656,1.90083003044128,119.53125,-23.203125
1668,1.99794113636017,122.34375,-23.203125
1680,2.04649686813354,125.15625,-23.203125
1692,2.04649686813354,127.96875,-23.203125
1704,2.64172554016113,130.78125,-23.203125
1716,2.64172554016113,133.59375,-23.203125
1740,3.26808500289917,136.40625,-23.203125
1752,3.26808500289917,139.21875,-23.203125
1764,4.36768388748169,142.03125,-23.203125
1776,4.91748476028442,144.84375,-23.203125
1788,4.91748476028442,147.65625,-23.203125
1800,3.92361164093018,150.46875,-23.203125
1440,3.73166871070862,113.90625,-24.609375
1452,4.5338020324707,116.71875,-24.609375
1464,4.5338020324707,119.53125,-24.609375
1476,4.51399230957031,122.34375,-24.609375
1488,4.50408697128296,125.15625,-24.609375
1500,4.50408697128296,127.96875,-24.609375
1512,4.35967206954956,130.78125,-24.609375
1524,4.35967206954956,133.59375,-24.609375
1548,4.29986619949341,136.40625,-24.609375
1560,4.29986619949341,139.21875,-24.609375
1572,4.85681438446045,142.03125,-24.609375
1584,5.13528823852539,144.84375,-24.609375
1596,5.13528823852539,147.65625,-24.609375
1608,5.15762662887573,150.46875,-24.609375
1260,5.57569408416748,116.71875,-26.015625
1272,5.57569408416748,119.53125,-26.015625
1284,5.50961780548096,122.34375,-26.015625
1296,5.47657918930054,125.15625,-26.015625
1308,5.47657918930054,127.96875,-26.015625
1320,5.03948020935059,130.78125,-26.015625
1332,5.03948020935059,133.59375,-26.015625
1356,4.70815229415894,136.40625,-26.015625
1368,4.70815229415894,139.21875,-26.015625
1380,5.05036878585815,142.03125,-26.015625
1392,5.22147560119629,144.84375,-26.015625
1404,5.22147560119629,147.65625,-26.015625
1416,5.64593935012817,150.46875,-26.015625
1068,5.57569408416748,116.71875,-27.421875
1080,5.57569408416748,119.53125,-27.421875
1092,5.50961780548096,122.34375,-27.421875
1104,5.47657918930054,125.15625,-27.421875
1116,5.47657918930054,127.96875,-27.421875
1128,5.03948020935059,130.78125,-27.421875
1152,4.92903709411621,133.59375,-27.421875
1164,4.70815229415894,136.40625,-27.421875
1176,4.70815229415894,139.21875,-27.421875
1188,5.05036878585815,142.03125,-27.421875
1200,5.22147560119629,144.84375,-27.421875
1212,5.22147560119629,147.65625,-27.421875
1224,5.64593935012817,150.46875,-27.421875
876,5.59572696685791,116.71875,-28.828125
888,5.59572696685791,119.53125,-28.828125
900,5.35235834121704,122.34375,-28.828125
912,5.23067474365234,125.15625,-28.828125
924,5.23067474365234,127.96875,-28.828125
936,4.78242540359497,130.78125,-28.828125
960,4.74919080734253,133.59375,-28.828125
972,4.68272304534912,136.40625,-28.828125
984,4.68272304534912,139.21875,-28.828125
996,4.89122104644775,142.03125,-28.828125
1008,4.99547052383423,144.84375,-28.828125
1020,4.99547052383423,147.65625,-28.828125
1032,5.24312400817871,150.46875,-28.828125
684,5.61174869537354,116.71875,-30.234375
696,5.61174869537354,119.53125,-30.234375
708,5.22658538818359,122.34375,-30.234375
720,5.03400278091431,125.15625,-30.234375
732,5.03400278091431,127.96875,-30.234375
744,4.5768346786499,130.78125,-30.234375
768,4.60535192489624,133.59375,-30.234375
780,4.66238498687744,136.40625,-30.234375
792,4.66238498687744,139.21875,-30.234375
804,4.76393795013428,142.03125,-30.234375
816,4.8147144317627,144.84375,-30.234375
828,4.8147144317627,147.65625,-30.234375
840,4.92095613479614,150.46875,-30.234375
492,5.61174869537354,116.71875,-31.640625
504,5.61174869537354,119.53125,-31.640625
516,5.22658538818359,122.34375,-31.640625
528,5.03400278091431,125.15625,-31.640625
540,5.03400278091431,127.96875,-31.640625
576,4.60535192489624,133.59375,-31.640625
588,4.66238498687744,136.40625,-31.640625
600,4.66238498687744,139.21875,-31.640625
612,4.76393795013428,142.03125,-31.640625
624,4.8147144317627,144.84375,-31.640625
636,4.8147144317627,147.65625,-31.640625
660,4.92095613479614,150.46875,-31.640625
336,3.63083004951477,116.71875,-33.046875
360,4.63400363922119,119.53125,-33.046875
372,4.14936065673828,122.34375,-33.046875
408,4.29349708557129,136.40625,-33.046875
420,4.29349708557129,139.21875,-33.046875
432,4.69528102874756,142.03125,-33.046875
444,4.89617395401001,144.84375,-33.046875
456,4.89617395401001,147.65625,-33.046875
468,4.45701694488525,150.46875,-33.046875
216,2.6000771522522,116.71875,-34.453125
276,3.72906923294067,139.21875,-34.453125
288,4.5902304649353,142.03125,-34.453125
300,5.02081060409546,144.84375,-34.453125
324,3.74715161323547,147.65625,-34.453125
168,4.5902304649353,142.03125,-35.859375
180,5.02081060409546,144.84375,-35.859375
204,3.74715161323547,147.65625,-35.859375
108,4.28263187408447,142.03125,-37.265625
120,4.71440887451172,144.84375,-37.265625
144,3.6990373134613,147.65625,-37.265625
